,f,Omega_lim,Omega_noise
384,9.130198930340576e-05,1.8615246011003614e-11,3.720012771057645e-09
385,9.18293458777803e-05,1.8296373956607347e-11,3.658696478123352e-09
386,9.235974844226608e-05,1.7982964058715087e-11,3.598416692445104e-09
387,9.28932145903776e-05,1.7674922752672332e-11,3.5391557384031676e-09
388,9.342976201724962e-05,1.7372158076550915e-11,3.480896242698663e-09
389,9.396940852022246e-05,1.707457964369582e-11,3.4236211291777176e-09
390,9.451217199943392e-05,1.6782098615740477e-11,3.367313613743919e-09
391,9.505807045841173e-05,1.6494627676085923e-11,3.311957199358203e-09
392,9.560712200467121e-05,1.6212081003833188e-11,3.257535671124194e-09
393,9.615934485031658e-05,1.5934374248162218e-11,3.204033091457717e-09
394,9.671475731264365e-05,1.5661424503150675e-11,3.1514337953391885e-09
395,9.727337781474893e-05,1.539315028302264e-11,3.0997223856471083e-09
396,9.783522488613943e-05,1.5129471497822688e-11,3.048883728571685e-09
397,9.840031716334782e-05,1.4870309429505736e-11,2.9989029491068577e-09
398,9.896867339055124e-05,1.4615586708436485e-11,2.9497654266195287e-09
399,9.95403124201916e-05,1.4365227290292291e-11,2.9014567904948273e-09
400,0.0001001152532136026,1.4119156433360349e-11,2.8539629158557297e-09
401,0.0001006935148416371,1.3877300676225179e-11,2.8072699193562207e-09
402,0.00010127511648530081,1.3639587815837102e-11,2.7613641550463077e-09
403,0.00010186007743638809,1.3405946885957145e-11,2.7162322103079618e-09
404,0.0001024484170981219,1.3176308135970903e-11,2.6718609018606297e-09
405,0.00010304015498579751,1.2950603010065333e-11,2.6282372718351528e-09
406,0.00010363531072742938,1.2728764126762416e-11,2.585348583914962e-09
407,0.00010423390406440324,1.2510725258802868e-11,2.543182319543246e-09
408,0.0001048359548521296,1.2296421313375321e-11,2.5017261741952573e-09
409,0.00010544148306070337,1.2085788312683251e-11,2.4609680537142827e-09
410,0.00010605050877556598,1.1878763374845359e-11,2.4208960707104624e-09
411,0.00010666305219817106,1.1675284695123096e-11,2.3814985410212903e-09
412,0.0001072791336466558,1.1475291527469235e-11,2.3427639802326187e-09
413,0.00010789877355651325,1.1278724166393413e-11,2.3046811002594364e-09
414,0.00010852199248127194,1.1085523929137238e-11,2.2672388059849732e-09
415,0.00010914881109317595,1.0895633138155793e-11,2.2304261919575915e-09
416,0.0001097792501838718,1.0708995103898351e-11,2.1942325391440574e-09
417,0.00011041333066509779,1.0525554107884523e-11,2.1586473117385223e-09
418,0.00011105107356937706,1.0345255386070359e-11,2.1236601540261438e-09
419,0.0001116925000507166,1.0168045112498815e-11,2.0892608873003293e-09
420,0.00011233763138530723,9.993870383231177e-12,2.055439506832934e-09
421,0.00011298648897223066,9.822679200552859e-12,2.0221861788961882e-09
422,0.0001136390943341687,9.654420457450304e-12,1.989491237835706e-09
423,0.00011429546911811735,9.489043922353567e-12,1.957345183193615e-09
424,0.0001149556350961048,9.326500224140294e-12,1.9257386768809347e-09
425,0.00011561961416591321,9.166740837396711e-12,1.8946625403984007e-09
426,0.0001162874283518062,9.009718067930647e-12,1.8641077521048353e-09
427,0.00011695909980525784,8.855385038533428e-12,1.8340654445323803e-09
428,0.0001176346508056887,8.703695674984938e-12,1.8045269017476168e-09
429,0.00011831410376120421,8.554604692298898e-12,1.7754835567579393e-09
430,0.00011899748120933815,8.408067581203546e-12,1.7469269889623149e-09
431,0.00011968480581780029,8.264040594853906e-12,1.7188489216457067e-09
432,0.00012037610038522768,8.122480735771864e-12,1.6912412195164314e-09
433,0.00012107138784194222,7.983345743009497e-12,1.6640958862856004e-09
434,0.00012177069125070955,7.846594079532966e-12,1.6374050622881565e-09
435,0.00012247403380750543,7.712184919821848e-12,1.6111610221445042e-09
436,0.00012318143884228444,7.580078137681322e-12,1.5853561724622823e-09
437,0.0001238929298197541,7.450234294262957e-12,1.5599830495774418e-09
438,0.00012460853034015326,7.322614626290707e-12,1.535034317334031e-09
439,0.00012532826414003422,7.197181034488738e-12,1.5105027649020115e-09
440,0.00012605215509305155,7.073896072207092e-12,1.4863813046323748e-09
441,0.0001267802272107522,6.9527229342427885e-12,1.4626629699491036e-09
442,0.00012751250464337332,6.8336254458518246e-12,1.4393409132771172e-09
443,0.0001282490116806428,6.716568051949766e-12,1.4164084040057687e-09
444,0.00012898977275258488,6.6015158064971955e-12,1.393858826487202e-09
445,0.00012973481243033088,6.4884343620669885e-12,1.371685678068963e-09
446,0.0001304841554269334,6.377289959590401e-12,1.3498825671603437e-09
447,0.0001312378265981875,6.268049418278513e-12,1.3284432113317708e-09
448,0.00013199585094345346,6.160680125716775e-12,1.3073614354468326e-09
449,0.0001327582536064873,6.055150028128772e-12,1.286631169826198e-09
450,0.0001335250598762743,5.951427620807047e-12,1.2662464484430405e-09
451,0.00013429629518786783,5.8494819387077586e-12,1.2462014071493406e-09
452,0.00013507198512323324,5.749282547206423e-12,1.226490281932558e-09
453,0.00013585215541209574,5.650799533012108e-12,1.207107407202177e-09
454,0.00013663683193279532,5.5540034952370185e-12,1.1880472141055377e-09
455,0.00013742604071314326,5.4588655366194545e-12,1.1693042288725937e-09
456,0.00013821980793128698,5.3653572548967114e-12,1.1508730711889255e-09
457,0.00013901815991657784,5.27345073432598e-12,1.1327484525966657e-09
458,0.0001398211231504438,5.183118537350554e-12,1.114925174922805e-09
459,0.00014062872426726957,5.094333696408456e-12,1.097398128734358e-09
460,0.0001414409900552778,5.007069705881892e-12,1.0801622918200711e-09
461,0.00014225794745741996,4.92130051418404e-12,1.0632127276980323e-09
462,0.00014307962357226794,4.837000515981921e-12,1.0465445841489164e-09
463,0.00014390604565491438,4.7541445445520766e-12,1.030153091774284e-09
464,0.00014473724111787632,4.672707864267403e-12,1.0140335625796014e-09
465,0.00014557323753200372,4.592666163212696e-12,9.981813885815254e-10
466,0.00014641406262739574,4.513995545926482e-12,9.825920404389914e-10
467,0.00014725974429431838,4.43667252626751e-12,9.672610661078117e-10
468,0.0001481103105841313,4.360674020403102e-12,9.521840895182433e-10
469,0.00014896578971021753,4.285977339917831e-12,9.373568092752382e-10
470,0.0001498262100489194,4.212560185040166e-12,9.227749973809379e-10
471,0.00015069160014048012,4.140400637985126e-12,9.084344979790325e-10
472,0.00015156198868998937,4.0694771564110695e-12,8.9433122612065e-10
473,0.00015243740456833752,3.999768566988353e-12,8.804611665513152e-10
474,0.00015331787681317088,3.931254059078462e-12,8.668203725187631e-10
475,0.0001542034346298566,3.863913178521135e-12,8.534049646010817e-10
476,0.00015509410739245074,3.7977258215280675e-12,8.402111295549752e-10
477,0.0001559899246446727,3.732672228681174e-12,8.272351191837245e-10
478,0.00015689091610088533,3.668732979033636e-12,8.144732492245258e-10
479,0.00015779711164707987,3.6058889843120895e-12,8.019218982549071e-10
480,0.00015870854134186887,3.544121483217919e-12,7.895775066178184e-10
481,0.0001596252354174811,3.483412035826473e-12,7.774365753651887e-10
482,0.00016054722428076614,3.4237425180819145e-12,7.654956652195139e-10
483,0.00016147453851420203,3.3650951163865815e-12,7.537513955532608e-10
484,0.00016240720887691012,3.3074523222829202e-12,7.422004433857256e-10
485,0.00016334526630567517,3.250796927226578e-12,7.308395423970751e-10
486,0.00016428874191597105,3.195112017449019e-12,7.196654819592743e-10
487,0.00016523766700299444,3.140380968908036e-12,7.086751061835776e-10
488,0.0001661920730427006,3.0865874423249916e-12,6.978653129843736e-10
489,0.0001671519916928493,3.033715378306806e-12,6.872330531590122e-10
490,0.00016811745479405416,2.981748992551678e-12,6.767753294834112e-10
491,0.00016908849437083883,2.9306727711368707e-12,6.664891958231408e-10
492,0.0001700651426326994,2.8804714658872095e-12,6.563717562597251e-10
493,0.0001710474319751722,2.831130089822967e-12,6.464201642319051e-10
494,0.00017203539498090987,2.7826339126856024e-12,6.366316216915896e-10
495,0.00017302906442076004,2.734968456540329e-12,6.270033782742837e-10
496,0.00017402847325485404,2.6881194914538274e-12,6.175327304836887e-10
497,0.00017503365463369965,2.642073031246094e-12,6.08217020890279e-10
498,0.0001760446418992799,2.5968153293150846e-12,5.990536373436061e-10
499,0.00017706146858616093,2.5523328745327382e-12,5.900400121980534e-10
500,0.00017808416842260186,2.5086123872115223e-12,5.811736215518986e-10
501,0.0001791127753316762,2.4656408151398173e-12,5.724519844993449e-10
502,0.00018014732343239458,2.423405329685459e-12,5.638726623954097e-10
503,0.0001811878470408383,2.3818933219658163e-12,5.554332581333546e-10
504,0.00018223438067129692,2.3410923990836105e-12,5.471314154345134e-10
505,0.00018328695903741253,2.300990380427181e-12,5.38964818150269e-10
506,0.00018434561705333295,2.261575294034048e-12,5.309311895759657e-10
507,0.00018541038983486751,2.2228353730169233e-12,5.230282917765954e-10
508,0.00018648131270065368,2.184759052050778e-12,5.152539249239988e-10
509,0.00018755842117332782,2.14733496392019e-12,5.076059266454268e-10
510,0.0001886417509807036,2.1105519361257913e-12,5.000821713832519e-10
511,0.0001897313380569572,2.0743989875488626e-12,4.926805697656377e-10
512,0.00019082721854381843,2.0388653251730737e-12,4.853990679879853e-10
513,0.00019192942879177162,2.003940340862301e-12,4.782356472049559e-10
514,0.00019303800536125864,1.969613608193781e-12,4.71188322932923e-10
515,0.00019415298502389376,1.935874879345371e-12,4.642551444626271e-10
516,0.0001952744047636824,1.9027140820362083e-12,4.5743419428190447e-10
517,0.00019640230177824812,1.8701213165197557e-12,4.507235875082852e-10
518,0.0001975367134800666,1.8380868526283503e-12,4.441214713313102e-10
519,0.0001986776774977057,1.806601126868405e-12,4.3762602446439403e-10
520,0.00019982523167707568,1.7756547395652871e-12,4.3123545660605664e-10
521,0.00020097941408268194,1.745238452057237e-12,4.24948007910404e-10
522,0.00020214026299888963,1.7153431839372241e-12,4.1876194846664316e-10
523,0.00020330781693119268,1.6859600103421251e-12,4.126755777875241e-10
524,0.0002044821146074912,1.6570801592883133e-12,4.066872243065332e-10
525,0.0002056631949793762,1.6286950090528872e-12,4.0079524488368984e-10
526,0.00020685109722342078,1.6007960855997858e-12,3.949980243198096e-10
527,0.00020804586074248168,1.5733750600499137e-12,3.8929397487906313e-10
528,0.00020924752516700352,1.5464237461947276e-12,3.8368153581973503e-10
529,0.00021045613035633565,1.519934098052291e-12,3.7815917293298624e-10
530,0.0002116717164000531,1.4938982074652702e-12,3.727253780895272e-10
531,0.0002128943236192867,1.468308301740046e-12,3.6737866879404433e-10
532,0.00021412399256806068,1.4431567413262677e-12,3.6211758774725224e-10
533,0.00021536076403463685,1.41843601753618e-12,3.5694070241544677e-10
534,0.0002166046790428698,1.3941387503029553e-12,3.518466046074098e-10
535,0.00021785577885356477,1.3702576859775173e-12,3.468339100585794e-10
536,0.0002191141049658486,1.3467856951630134e-12,3.4190125802231177e-10
537,0.00022037969911854519,1.3237157705864396e-12,3.370473108681552e-10
538,0.00022165260329156013,1.3010410250067031e-12,3.3227075368699076e-10
539,0.00022293285970727348,1.2787546891585156e-12,3.275702939029345e-10
540,0.0002242205108319392,1.2568501097315336e-12,3.2294466089188165e-10
541,0.00022551559937709618,1.2353207473840517e-12,3.183926056065702e-10
542,0.00022681816830098176,1.214160174790817e-12,3.1391290020807816e-10
543,0.00022812826080995926,1.1933620747241888e-12,3.095043377036077e-10
544,0.00022944592035995022,1.1729202381682233e-12,3.0516573159048013e-10
545,0.00023077119065787488,1.1528285624650611e-12,3.0089591550622297e-10
546,0.00023210411566310449,1.1330810494930185e-12,2.966937428846323e-10
547,0.00023344473958891596,1.1136718038759713e-12,2.9255808661774305e-10
548,0.00023479310690396218,1.0945950312233113e-12,2.884878387235566e-10
549,0.00023614926233374352,1.0758450364001504e-12,2.844819100194802e-10
550,0.00023751325086209397,1.0574162218270729e-12,2.805392298013342e-10
551,0.0002388851177326723,1.0393030858090609e-12,2.7665874552786293e-10
552,0.00024026490845046187,1.0215002208930444e-12,2.7283942251064367e-10
553,0.00024165266878328268,1.0040023122535352e-12,2.690802436092914e-10
554,0.000243048444763306,9.868041361059999e-13,2.6538020893189654e-10
555,0.00024445228268858417,9.69900558147325e-13,2.617383355405705e-10
556,0.0002458642291245848,9.532865320230519e-13,2.581536571620403e-10
557,0.0002472843309057359,9.36957097820847e-13,2.5462522390319217e-10
558,0.0002487126351369793,9.209073805897775e-13,2.511521019714806e-10
559,0.0002501491891953322,9.051325888849693e-13,2.477333734001263e-10
560,0.00025159404073146134,8.896280133371482e-13,2.443681357780043e-10
561,0.00025304723767125974,8.743890252467596e-13,2.410555019841714e-10
562,0.0002545088282174397,8.594110752020909e-13,2.3779459992691754e-10
563,0.00025597886085113004,8.446896917211173e-13,2.345845722872933e-10
564,0.00025745738433348463,8.302204799165943e-13,2.3142457626702142e-10
565,0.0002589444477073001,8.159991201840147e-13,2.2831378334071976e-10
566,0.00026044010029864116,8.020213669120551e-13,2.2525137901236896e-10
567,0.00026194439171847966,7.882830472150787e-13,2.2223656257593623e-10
568,0.0002634573718643367,7.747800596873993e-13,2.1926854688010705e-10
569,0.0002649790909219404,7.615083731788354e-13,2.163465580970311e-10
570,0.0002665095993668894,7.484640255912717e-13,2.134698354950293e-10
571,0.00026804894796632713,7.356431226958198e-13,2.1063763121518937e-10
572,0.0002695971877806266,7.230418369702413e-13,2.0784921005178e-10
573,0.00027115437016508203,7.106564064563028e-13,2.0510384923642733e-10
574,0.00027272054677161584,6.984831336366624e-13,2.0240083822597292e-10
575,0.0002742957695504879,6.865183843310529e-13,1.9973947849397445e-10
576,0.0002758800907520217,6.747585866113187e-13,1.971190833257606e-10
577,0.00027747356292833636,6.632002297350717e-13,1.9453897761699855e-10
578,0.00027907623893508966,6.518398630975996e-13,1.919984976757051e-10
579,0.00028068817193323194,6.406740952017296e-13,1.8949699102764375e-10
580,0.00028230941539076785,6.296995926453471e-13,1.8703381622505326e-10
581,0.00028394002308453314,6.189130791262297e-13,1.8460834265864143e-10
582,0.00028558004910197424,6.083113344639742e-13,1.822199503728042e-10
583,0.0002872295478429457,5.978911936386292e-13,1.7986802988399535e-10
584,0.00028888857402151343,5.876495458458274e-13,1.7755198200220908e-10
585,0.0002905571826677683,5.775833335680992e-13,1.7527121765551551e-10
586,0.0002922354291296549,5.676895516620689e-13,1.7302515771759114e-10
587,0.00029392336907480286,5.579652464613327e-13,1.7081323283820975e-10
588,0.0002956210584923782,5.484075148946516e-13,1.6863488327661956e-10
589,0.00029732855369493595,5.390135036192984e-13,1.6648955873778253e-10
590,0.00029904591132029143,5.297804081692114e-13,1.6437671821140414e-10
591,0.0003007731883333976,5.207054721177612e-13,1.62295829813722e-10
592,0.0003025104420282335,5.117859862548605e-13,1.6024637063199926e-10
593,0.000304257730029708,5.030192877781438e-13,1.582278265716729e-10
594,0.000306015110295567,4.944027594980458e-13,1.5623969220612439e-10
595,0.00030778264111831907,4.859338290564515e-13,1.5428147062901013e-10
596,0.0003095603811271677,4.776099681587597e-13,1.5235267330912402e-10
597,0.0003113483892899563,4.694286918190909e-13,1.5045281994773765e-10
598,0.00031314672491512455,4.613875576184211e-13,1.4858143833838212e-10
599,0.0003149554476536738,4.5348416497543904e-13,1.46738064229028e-10
600,0.00031677461750114947,4.4571615442986423e-13,1.449222411866171e-10
601,0.00031860429479962655,4.380812069380789e-13,1.4313352046391925e-10
602,0.0003204445402397148,4.3057704318079117e-13,1.4137146086865645e-10
603,0.00032229541486257003,4.2320142288257997e-13,1.3963562863487046e-10
604,0.0003241569800619193,4.15952144143086e-13,1.379255972964884e-10
605,0.00032602929758609767,4.0882704277966135e-13,1.362409475630488e-10
606,0.00032791242954009476,4.0182399168128514e-13,1.3458126719755519e-10
607,0.0003298064383876184,3.9494090017352723e-13,1.3294615089641307e-10
608,0.00033171138695316195,3.8817571339442005e-13,1.3133520017142626e-10
609,0.0003336273384240918,3.8152641168099273e-13,1.2974802323380407e-10
610,0.00033555435635274165,3.7499100996633016e-13,1.2818423488015607e-10
611,0.00033749250465852086,3.685675571869558e-13,1.2664345638043364e-10
612,0.0003394418476300351,3.6225413570036423e-13,1.251253153677879e-10
613,0.0003414024499272171,3.5721333604079257e-13,1.2362944573031078e-10
614,0.000343374376583475,3.531223150376747e-13,1.2215548750462443e-10
615,0.00034535769300784487,3.490781468565531e-13,1.2070308677129478e-10
616,0.0003473524649871642,3.450802949108566e-13,1.1927189555202633e-10
617,0.0003493587586882521,3.4112822875932587e-13,1.1786157170861953e-10
618,0.0003513766406601046,3.372214240356322e-13,1.1647177884365261e-10
619,0.0003534061778361024,3.333593623788033e-13,1.1510218620286122e-10
620,0.0003554474375362292,3.2954153136444976e-13,1.1375246857918942e-10
621,0.0003575004874693087,3.257674244367688e-13,1.1242230621847458e-10
622,0.0003595653957352455,3.2203654084134214e-13,1.1111138472675183e-10
623,0.000361642230827288,3.183483855586886e-13,1.0981939497913707e-10
624,0.0003637310616342983,3.1470246923858715e-13,1.0854603303026962e-10
625,0.00036583195744303794,3.110983081351482e-13,1.0729100002628542e-10
626,0.0003679449879404662,3.0753542404262937e-13,1.0605400211829423e-10
627,0.00037007022321604993,3.0401334423198906e-13,1.0483475037733647e-10
628,0.0003722077337640926,3.0053160138815765e-13,1.0363296071079069e-10
629,0.0003743575904860672,2.9708973354804163e-13,1.0244835378021409e-10
630,0.0003765198646929723,2.936872840392227e-13,1.0128065492058263e-10
631,0.0003786946281076958,2.9032380141936917e-13,1.0012959406091374e-10
632,0.00038088195286739264,2.869988394163391e-13,9.899490564624569e-11
633,0.00038308191152588175,2.8371195686896236e-13,9.787632856094742e-11
634,0.0003852945770560468,2.8046271766851537e-13,9.677360605334337e-11
635,0.0003875200228522629,2.7725069070084813e-13,9.568648566162085e-11
636,0.00038975832273282563,2.740754497891919e-13,9.46147191410092e-11
637,0.0003920095509424034,2.709365736376074e-13,9.355806239219805e-11
638,0.00039427378215449866,2.6783364577508866e-13,9.251627539098171e-11
639,0.00039655109147392374,2.64766254500307e-13,9.148912211910571e-11
640,0.0003988415544392958,2.617339928269806e-13,9.047637049629214e-11
641,0.0004011452470255374,2.5873645842988117e-13,8.947779231343025e-11
642,0.00040346224564640057,2.5577325359144837e-13,8.84931631669056e-11
643,0.0004057926271569998,2.528439851490217e-13,8.752226239405192e-11
644,0.00040813646885636153,2.499482644426751e-13,8.656487300970643e-11
645,0.00041049384848998867,2.470857072636478e-13,8.562078164384827e-11
646,0.00041286484425243726,2.4425593380337017e-13,8.46897784803034e-11
647,0.00041524953478991496,2.414585686030641e-13,8.377165719649392e-11
648,0.00041764799920288373,2.386932405039336e-13,8.286621490422129e-11
649,0.0004200603170486882,2.359595825979136e-13,8.19732520914564e-11
650,0.00042248656834419264,2.332572321789903e-13,8.109257256512683e-11
651,0.00042492683356843547,2.305858306950763e-13,8.022398339488081e-11
652,0.00042738119366529914,2.2794502370043707e-13,7.936729485781142e-11
653,0.000429849730046193,2.253344608086645e-13,7.852232038412599e-11
654,0.00043233252459275835,2.2275379564618239e-13,7.768887650374154e-11
655,0.0004348296596595785,2.202026858062952e-13,7.68667827937955e-11
656,0.00043734121807691536,2.1768079280375205e-13,7.605586182704967e-11
657,0.0004398672831534544,2.1518778202983838e-13,7.525593912117818e-11
658,0.0004424079386790688,2.127233227079788e-13,7.446684308892002e-11
659,0.0004449632689275991,2.1028708784984915e-13,7.368840498908371e-11
660,0.00044753335865964616,2.0787875421199283e-13,7.292045887838897e-11
661,0.00045011829312538806,2.0549800225292787e-13,7.216284156412948e-11
662,0.000452718158067401,2.0314451609075576e-13,7.141539255764681e-11
663,0.00045533303972350876,2.008179834612448e-13,7.067795402859631e-11
664,0.00045796302482964076,1.985180956764008e-13,6.995037075999569e-11
665,0.0004606082006227097,1.9624454758350923e-13,6.923249010404088e-11
666,0.0004632686548435055,1.9399703752464675e-13,6.852416193867637e-11
667,0.00046594447573960356,1.9177526729665877e-13,6.782523862490823e-11
668,0.0004686357520682969,1.8957894211158897e-13,6.713557496484376e-11
669,0.00047134257309953373,1.8740777055757215e-13,6.64550281604514e-11
670,0.0004740650286188838,1.8526146456016432e-13,6.578345777302159e-11
671,0.00047680320893051464,1.8313973934412296e-13,6.512072568332181e-11
672,0.00047955720486018505,1.810423133956233e-13,6.446669605243205e-11
673,0.00048232710775826304,1.7896890842490304e-13,6.38212352832478e-11
674,0.0004851130095027488,1.769192493293437e-13,6.318421198264287e-11
675,0.00048791500250233006,1.7489306415696386e-13,6.255549692427549e-11
676,0.0004907331796994399,1.7289008407034145e-13,6.193496301203266e-11
677,0.000493567634573345,1.7091004331094022e-13,6.132248524409629e-11
678,0.0004964184611432446,1.6895267916384975e-13,6.071794067762435e-11
679,0.000499285753971387,1.670177319229293e-13,6.012120839403536e-11
680,0.0005021696081662115,1.6510494485634627e-13,5.95321694648846e-11
681,0.0005050701193854968,1.632140641725168e-13,5.89507069183246e-11
682,0.0005079873838395385,1.6134483898642906e-13,5.837670570613745e-11
683,0.000510921498294339,1.594970212863567e-13,5.781005267133033e-11
684,0.0005138725600748166,1.576703659009526e-13,5.725063651628492e-11
685,0.0005168406670680354,1.5586463046671774e-13,5.669834777145016e-11
686,0.0005198259177264489,1.5407957539584686e-13,5.615307876457083e-11
687,0.0005228284110711717,1.523149638444351e-13,5.5614723590439675e-11
688,0.0005258482466952564,1.5057056168105828e-13,5.508317808116915e-11
689,0.0005288855247670035,1.4884613745570402e-13,5.45583397769679e-11
690,0.0005319403460332808,1.4714146236906442e-13,5.404010789741869e-11
691,0.0005350128118228657,1.4545631024217834e-13,5.352838331324578e-11
692,0.0005381030240498076,1.4379045748642115e-13,5.302306851856481e-11
693,0.0005412110852168046,1.4214368307384012e-13,5.2524067603607424e-11
694,0.0005443370984186103,1.4051576850782518e-13,5.2031286227910346e-11
695,0.0005474811673454454,1.3890649779412197e-13,5.154463159396442e-11
696,0.0005506433962864434,1.3731565741217072e-13,5.1064012421312223e-11
697,0.0005538238901331071,1.357430362867772e-13,5.0589338921089157e-11
698,0.0005570227543827882,1.3418842576010674e-13,5.0120522770999256e-11
699,0.0005602400951421875,1.326516195639987e-13,4.9657477090718614e-11
700,0.0005634760191308714,1.3113241379260006e-13,4.920011641771938e-11
701,0.0005667306336848184,1.2963060687530787e-13,4.8748356683506003e-11
702,0.0005700040467599707,1.2814599955002831e-13,4.8302115190259215e-11
703,0.0005732963669358227,1.2667839483673527e-13,4.786131058787746e-11
704,0.0005766077034190183,1.2522759801133602e-13,4.742586285141197e-11
705,0.0005799381660469748,1.2379341657983487e-13,4.699569325888712e-11
706,0.0005832878652915266,1.2237566025279226e-13,4.657072436949967e-11
707,0.0005866569122625865,1.2097414092007829e-13,4.6150880002191726e-11
708,0.0005900454187118378,1.195886726259112e-13,4.573608521458825e-11
709,0.0005934534970364326,1.1821907154418773e-13,4.5326266282297165e-11
710,0.0005968812602827271,1.1686515595409047e-13,4.492135067856104e-11
711,0.0006003288221500277,1.1552674621597773e-13,4.4521267054258505e-11
712,0.0006037962969943638,1.1420366474754848e-13,4.4125945218246867e-11
713,0.0006072837998322808,1.1289573600028043e-13,4.373531611804132e-11
714,0.0006107914463446527,1.116027864361391e-13,4.334931182082499e-11
715,0.0006143193528805259,1.103246445045495e-13,4.2967865494782617e-11
716,0.0006178676364609696,1.0906114061963854e-13,4.259091139075579e-11
717,0.0006214364147829645,1.0781210713773095e-13,4.2218384824210254e-11
718,0.0006250258062233046,1.065773783351073e-13,4.185022215751272e-11
719,0.0006286359298425203,1.0535679038601622e-13,4.148636078251148e-11
720,0.0006322669053888358,1.0415018134093549e-13,4.1126739103414045e-11
721,0.0006359188533021307,1.0295739110508749e-13,4.077129651995972e-11
722,0.0006395918947179459,1.0177826141719409e-13,4.0419973410878645e-11
723,0.0006432861514714913,1.006126358284816e-13,4.007271111763587e-11
724,0.0006470017461016951,9.946035968192058e-14,3.972945192845264e-11
725,0.0006507388018552649,9.832128009170634e-14,3.939013906260218e-11
726,0.0006544974426907739,9.719524592297494e-14,3.905471665497496e-11
727,0.0006582777932827796,9.608210777174791e-14,3.8723129740907484e-11
728,0.00066207997902595,9.498171794511189e-14,3.839532424127289e-11
729,0.0006659041260392302,9.389393044162061e-14,3.807124694782577e-11
730,0.0006697503611700225,9.281860093192386e-14,3.7750845508799404e-11
731,0.0006736188119983948,9.175558673961754e-14,3.7434068414749745e-11
732,0.000677509606841313,9.070474682231301e-14,3.7120864984642615e-11
733,0.0006814228747568933,8.966594175292423e-14,3.681118535217993e-11
734,0.0006853587455486919,8.863903370116644e-14,3.65049804523601e-11
735,0.0006893173497699996,8.762388641527095e-14,3.6202202008270546e-11
736,0.0006932988187281809,8.662036520390529e-14,3.5902802518106117e-11
737,0.0006973032844890254,8.56283369183029e-14,3.56067352424112e-11
738,0.0007013308798811293,8.464766993459665e-14,3.5313954191541374e-11
739,0.0007053817385003022,8.367823413635455e-14,3.502441411334042e-11
740,0.0007094559947139946,8.271990089731661e-14,3.473807048103003e-11
741,0.0007135537836657632,8.177254306432656e-14,3.445487948130703e-11
742,0.0007176752412797431,8.08360349404634e-14,3.417479800264695e-11
743,0.0007218205042651649,7.991025226836186e-14,3.389778362380809e-11
744,0.000725989710120885,7.899507221372659e-14,3.362379460253428e-11
745,0.0007301829971399479,7.809037334903412e-14,3.335278986445247e-11
746,0.0007344005044141736,7.719603563742155e-14,3.308472899216182e-11
747,0.0007386423718387682,7.63119404167606e-14,3.281957221451144e-11
748,0.0007429087401169716,7.543797038391167e-14,3.255728039606269e-11
749,0.000747199750764715,7.4574009579162e-14,3.2297815026734665e-11
750,0.0007515155461153226,7.371994337083833e-14,3.2041138211627786e-11
751,0.0007558562693242295,7.287565844009801e-14,3.178721266102393e-11
752,0.0007602220643737307,7.20410427658938e-14,3.1536001680559864e-11
753,0.0007646130760777578,7.121598561011018e-14,3.12874691615705e-11
754,0.0007690294500866789,7.040037750287165e-14,3.104157957160005e-11
755,0.0007734713328921379,6.959411022801607e-14,3.079829794507723e-11
756,0.000777938871831903,6.879707680873871e-14,3.055758987415318e-11
757,0.0007824322150947628,6.800917149339662e-14,3.031942149969768e-11
758,0.0007869515117254378,6.723028974147804e-14,3.0083759502452574e-11
759,0.0007914969116295219,6.646032820973227e-14,2.9850571094338985e-11
760,0.0007960685655784634,6.569918473845639e-14,2.9619824009915503e-11
761,0.0008006666252145534,6.494675833794272e-14,2.939148649798628e-11
762,0.0008052912430559697,6.420294917507706e-14,2.9165527313354153e-11
763,0.0008099425725018228,6.346765856009479e-14,2.894191570871931e-11
764,0.0008146207678372536,6.274078893348497e-14,2.8720621426718288e-11
765,0.0008193259842385477,6.202224385304665e-14,2.8501614692102984e-11
766,0.0008240583777782795,6.131192798109317e-14,2.8284866204056697e-11
767,0.0008288181054304977,6.060974707180132e-14,2.8070347128644298e-11
768,0.0008336053250759211,5.991560795870829e-14,2.7858029091395852e-11
769,0.0008384201955071845,5.922941854234894e-14,2.7647884170019827e-11
770,0.0008432628764341015,5.855108777803645e-14,2.7439884887244874e-11
771,0.0008481335284889633,5.788052566378224e-14,2.7234004203787835e-11
772,0.0008530323132318671,5.721764322835438e-14,2.7030215511445512e-11
773,0.0008579593931560717,5.656235251947308e-14,2.682849262630893e-11
774,0.0008629149316933962,5.591456659214001e-14,2.662880978209704e-11
775,0.000867899093219629,5.52741994971038e-14,2.6431141623609317e-11
776,0.00087291204305999,5.464116626945488e-14,2.623546320029388e-11
777,0.0008779539474946102,5.401538291735284e-14,2.6041749959930253e-11
778,0.0008830249737640474,5.339676641088213e-14,2.5849977742424665e-11
779,0.0008881252900748354,5.278523467103535e-14,2.5660122773715682e-11
780,0.0008932550656050581,5.2180706558823496e-14,2.5472161659789233e-11
781,0.0008984144705099716,5.158310186450912e-14,2.528607138080003e-11
782,0.0009036036759276358,5.09923412969654e-14,2.5101829285299345e-11
783,0.0009088228539846002,5.040834647315462e-14,2.4919413084565566e-11
